id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,price_in_points,created_at,updated_at
27,7,Advanced,アドバンスド,"Build advanced fashion illustration skills through detailed garment representation, expressive poses, fabric textures, complex styling, digital techniques, and stronger visual composition. The level focuses on producing refined illustrations suitable for more demanding creative and professional projects.",詳細な衣服表現、表現力豊かなポーズ、生地のテクスチャ、複雑なスタイリング、デジタルテクニック、および強力な視覚的構成を通じて、高度なファッシ レベルは、より要求の厳しい創造的で専門的なプロジェクトに適した洗練されたイラストの制作に焦点を当てています。,"Learn advanced fashion illustration and digital design through detailed garment representation, expressive figure work, complex styling, fabric textures, color development, and refined digital workflows. Learners study how to communicate sophisticated clothing designs through accurate construction, controlled line work, shading, texture, and composition. The level introduces more complex poses, layered garments, accessories, and visual arrangements while encouraging stronger personal decisions about style. Learners also explore how fashion illustrations can support collection development, editorial work, presentations, and professional portfolios. Advanced projects require learners to create polished illustrations from initial references through final artwork and to maintain visual consistency across a series. The focus is on improving technical control, visual communication, and the ability to produce refined fashion artwork for demanding creative projects.",,"Learners will be able to produce refined fashion illustrations using detailed garment representation, expressive poses, complex styling, fabric textures, color development, and advanced digital techniques.",学習者は、詳細な衣服表現、表現力豊かなポーズ、複雑なスタイリング、生地の質感、色の開発、および高度なデジタル技術を使用して、洗練されたファッションイラストレーターを作成することができます。,687,687,687,687,NULL,NULL
28,7,Expert,専門家,"Develop expert-level ability to create distinctive fashion illustration styles and sophisticated visual presentations for professional fashion projects. The level focuses on advanced figure work, garment interpretation, digital techniques, creative direction, and developing a recognizable personal visual approach.",専門の方法プロジェクトのための特有な方法実例様式そして洗練された視覚提示を作成する専門家レベルの機能を開発しなさい。 レベルは、高度な図の仕事、衣服の解釈、デジタル技術、創造的な方向性、および認識可能な個人的な視覚的アプローチの開発に焦点を当てています。,"Learn expert-level fashion illustration and digital design through advanced figure work, garment interpretation, visual storytelling, creative direction, and development of a recognizable illustration approach. Learners study how to establish a distinctive visual language while maintaining accurate representation of clothing, materials, styling, and fashion concepts. The level explores complex compositions, expressive poses, detailed fabrics, advanced digital techniques, and professional presentation. Learners develop complete illustration series that can communicate a fashion collection, editorial concept, campaign, or creative direction. Expert projects require independent decisions about style, composition, color, technique, and visual identity. The focus is on producing sophisticated and original fashion illustrations that demonstrate strong technical ability while communicating a clear creative point of view.",,"Learners will be able to create distinctive professional fashion illustrations with advanced figure work, garment interpretation, visual storytelling, creative direction, digital skills, and a recognizable personal approach.",学習者は、高度な図の仕事、衣服の解釈、視覚的なストーリーテリング、創造的な方向性、デジタルスキル、および認識可能な個人的なアプローチで独特のプロのファッションイラストを作成することができるようになります。,1071,1071,1071,1071,NULL,NULL
29,8,Beginner,ビギナー,"Understand the basic principles of textile and surface pattern design, including motifs, repetition, scale, composition, color, texture, and pattern placement. The level introduces learners to how individual visual elements can be developed into simple patterns for fabrics and other surfaces.",基本原則を理解するとともに繊維の表面パターン設計を含め、モチーフの繰り返し、規模、構成、色、質感、パターンを配置。 このレベルでは、個々の視覚要素を生地やその他の表面の単純なパターンにどのように開発できるかを学習者に紹介します。,"Learn the basic principles of textile and surface pattern design, including motifs, repetition, scale, composition, color, texture, and pattern placement. Learners study how simple visual elements can be developed into organized patterns for fabrics, clothing, interiors, packaging, and other surfaces. The level introduces basic pattern structures, repeat types, simple motif development, and color combinations. Learners explore references from nature, geometry, traditional crafts, and everyday objects while learning how to simplify them into usable design elements. Simple exercises help learners understand spacing, balance, and visual rhythm. The focus is on developing a strong foundation in surface design and understanding how individual motifs can be arranged into patterns that work across different products and materials.",,"Learners will be able to create basic textile patterns using motifs, repetition, scale, composition, color, texture, spacing, and simple pattern structures for different surfaces.",学習者は、モチーフ、繰り返し、スケール、組成、色、質感、間隔、および異なる表面のための単純なパターン構造を使用して基本的な織物パターンを作成することがで,258,258,258,258,NULL,NULL
30,8,Intermediate,中級,"Develop the ability to create repeat patterns and organized surface designs by combining motifs, colors, scale, spacing, and composition. Learners begin adapting patterns for clothing, textiles, interiors, packaging, and other practical applications.",能力を養を繰り返しパターンと組織の表面のデザインを組み合わせをモチーフに、色、規模、間隔、および組成物。 学習者は、衣類、織物、インテリア、包装、およびその他の実用的なアプリケーションのためのパターンを適応させ始めます。,"Learn how to create repeat patterns and complete surface designs by combining motifs, colors, scale, spacing, and composition. Learners study different repeat arrangements and how patterns can be adapted to fabrics, clothing, interiors, stationery, packaging, and other applications. The level introduces more detailed motif development, color palettes, pattern variations, and placement methods. Learners practice creating coordinated pattern sets rather than relying on one isolated design. They also explore how the size and density of a pattern can affect its appearance on different surfaces. Practical projects help learners develop organized textile concepts and prepare patterns for specific applications while improving their ability to balance decorative qualities with technical and production requirements.",,"Learners will be able to create repeat patterns and surface designs by combining motifs, colors, scale, spacing, composition, and suitable applications for textiles, clothing, interiors, and packaging.",学習者は、モチーフ、色、スケール、間隔、構成、および織物、衣類、インテリア、および包装に適したアプリケーションを組み合わせることによって、繰り返しパターン,364,364,364,364,NULL,NULL
31,8,Advanced,アドバンスド,"Build advanced skills in developing complex textile and surface pattern collections with stronger visual relationships, repeat structures, color systems, scale variations, and material considerations. The level focuses on creating cohesive pattern ranges for specific products or creative projects.",より強い視覚関係、繰り返しの構造、色システム、スケールの変化および材料の考察の複雑な織物および表面パターンコレクションの開発の高度の技術を レベルは、特定の製品や創造的なプロジェクトのための凝集パターンの範囲を作成することに焦点を当てています。,"Learn advanced textile and surface pattern design through complex repeat structures, coordinated pattern collections, color systems, scale variations, motif development, and material considerations. Learners study how several patterns can be designed as part of one collection while maintaining a consistent visual identity. The level explores more sophisticated composition, pattern placement, color relationships, surface applications, and adaptation to different textile products. Learners also examine how cultural references, natural forms, and contemporary design influences can be researched and transformed into original patterns. Advanced projects require learners to create multiple coordinated designs and present them through organized pattern boards, color studies, application examples, and repeat layouts. The focus is on developing refined pattern collections suitable for more demanding fashion, textile, interior, and surface design projects.",,"Learners will be able to develop coordinated textile pattern collections using complex repeats, color systems, scale variations, motif development, cultural references, and material considerations.",学習者は、複雑な繰り返し、カラーシステム、スケールのバリエーション、モチーフの開発、文化的な参照、および材料の考慮事項を使用して調整されたテキスタイルパターンコレクションを開発することができるようになります。,728,728,728,728,NULL,NULL
32,8,Expert,専門家,"Develop expert-level ability to create original surface pattern directions and complete textile collections with strong visual identity and professional application. The level focuses on advanced pattern development, creative research, cultural references, technical decisions, and the ability to direct complex surface design projects.",強い視覚アイデンティティおよび専門の適用と元の表面パターン方向および完全な織物のコレクションを作成する専門家レベルの機能を開発し レベルは、高度なパターン開発、創造的な研究、文化的な参照、技術的な決定、および複雑な表面設計プロジェクトを指示する能力に焦点を当てています。,"Learn expert-level textile and surface pattern design through original collection development, advanced pattern systems, creative research, cultural references, color direction, scale, placement, and professional application. Learners study how to establish a complete surface design language that can be applied consistently across multiple products and materials. The level focuses on developing sophisticated repeat structures, coordinated pattern families, distinctive motifs, and strong visual identity while considering practical production requirements. Learners work on complex collections and make independent decisions about research, composition, color, scale, material use, and final application. Expert projects also explore how traditional or cultural references can be interpreted thoughtfully within contemporary pattern design. The focus is on creating original, professional-level surface design collections with clear creative direction and strong application across different products.",,"Learners will be able to create original professional surface design collections with advanced pattern systems, creative research, cultural references, color direction, scale, application, and strong visual identity.",学習者は、高度なパターンシステム、創造的な研究、文化的な参照、色の方向、スケール、アプリケーション、および強力な視覚的アイデンティティを持つオリジナルのプロのサーフェスデザインコレクションを作成することができます。,1048,1048,1048,1048,NULL,NULL
33,9,Beginner,ビギナー,"Understand the basic principles of fashion styling, including clothing selection, accessories, color, proportion, texture, and outfit coordination. The level introduces learners to how individual pieces can be combined to create simple and suitable looks for different occasions, themes, and personal styles.",服の選択、アクセサリー、色、割合、質感、衣装のコーディネートなど、ファッションスタイリングの基本原則を理解します。 このレベルでは、個々の作品を組み合わせて、さまざまな機会、テーマ、個人的なスタイルに合わせたシンプルで適切な外観を作成する方法を学習者に紹介します。,"Learn the foundations of fashion styling and image development, including clothing selection, accessories, color, proportion, texture, outfit coordination, and basic styling principles. Learners study how individual garments can be combined into simple and balanced looks for different occasions, audiences, and visual themes. The level introduces mood boards, styling references, basic personal image concepts, and ways to organize fashion ideas before creating a final look. Learners also explore how small details such as footwear, bags, jewelry, layering, and color combinations can change the overall appearance of an outfit. Simple styling exercises help learners understand how to build complete looks and communicate their ideas visually. The focus is on developing a basic understanding of styling and learning how different fashion elements work together.",,"Learners will be able to create coordinated fashion looks by selecting suitable clothing, accessories, colors, textures, and proportions for different occasions and visual themes.",学習者は、さまざまな機会や視覚的なテーマに適した服、アクセサリー、色、テクスチャ、プロポーションを選択することで、コーディネートされたファッシ,201,201,201,201,NULL,NULL
34,9,Intermediate,中級,"Develop the ability to create complete fashion looks by combining garments, accessories, colors, textures, and styling details based on a specific concept or audience. Learners begin making independent styling choices and presenting outfits through mood boards, references, and organized visual concepts.",特定の概念または聴衆に基づいて衣服、付属品、色、質およびスタイルを作る細部を結合することによって完全な方法一見を作成する機能を開発し 学習者は、独立したスタイリングの選択肢を作り、ムードボード、参照、および組織化された視覚的な概念を介して衣装を提示し始めます。,"Learn how to create complete and coordinated fashion looks by combining garments, accessories, colors, textures, proportions, and styling details. Learners study how to develop looks around a specific theme, occasion, audience, or visual direction. The level introduces more detailed use of mood boards, styling references, outfit planning, personal image, and visual presentation. Learners explore how clothing choices can affect body proportions, overall balance, and the message communicated by a look. They also study how styling can be adapted for editorial shoots, social media, events, personal branding, and commercial projects. Practical exercises help learners create several coordinated looks and explain the reasoning behind their choices while developing stronger confidence in selecting, combining, and presenting fashion pieces.",,"Learners will be able to develop complete styling concepts using mood boards, outfit coordination, accessories, personal image, visual references, and styling choices suited to specific audiences or occasions.",学習者は、ムードボード、衣装のコーディネート、アクセサリー、個人的なイメージ、視覚的な参照、および特定の聴衆や機会に適したスタイリングの選択肢を使用して、完全なスタイリングの概念を開発することができるようになります。,417,417,417,417,NULL,NULL
35,9,Advanced,アドバンスド,"Build advanced styling skills by developing complete image directions that connect clothing, accessories, hair, makeup, setting, color, and overall visual identity. The level focuses on creating more complex styling concepts for editorial, commercial, personal branding, and creative fashion projects.",衣服、付属品、毛、構造、設定、色、および全面的な視覚アイデンティティを接続する完全なイメージの方向の開発によって高度のスタイルを作る技術を造 レベルは編集、商業、個人的な決め付けること、および創造的な方法プロジェクトのためのより複雑なスタイルを作る概念の作成に焦点を合わせる。,"Learn advanced fashion styling and image development through complete visual concepts that connect clothing, accessories, hair, makeup, location, lighting, color, and overall image direction. Learners study how professional styling decisions can support a specific creative message and create consistency across a complete visual project. The level covers detailed research, mood boards, styling plans, outfit coordination, visual references, and preparation for photography or other forms of presentation. Learners also explore how to adapt styling for editorial, commercial, personal branding, campaign, and creative projects. Advanced exercises require learners to develop stronger visual narratives and make independent decisions about garments, proportions, textures, colors, and supporting elements. The focus is on creating polished and cohesive image concepts with a clear creative purpose.",,"Learners will be able to create polished fashion image concepts by coordinating clothing, accessories, hair, makeup, location, lighting, color, and overall visual direction for professional projects.",学習者は専門のプロジェクトのための衣類、付属品、毛、構造、位置、照明、色および全面的な視覚方向の調整によって磨かれた方法イメージの概念を作成,793,793,793,793,NULL,NULL
36,9,Expert,専門家,"Develop expert-level ability to create and direct sophisticated fashion images with a clear visual identity and strong creative purpose. The level focuses on professional styling decisions, creative direction, image development, team coordination, and the ability to establish distinctive fashion presentations.",明確な視覚的アイデンティティと強力な創造的な目的で洗練されたファッションイメージを作成し、指示する専門家レベルの能力を開発します。 レベルは、プロのスタイリングの決定、創造的な方向性、画像開発、チームの調整、および独特のファッションプレゼンテーションを確立する能力に焦点を当てています。,"Learn expert-level fashion styling and image development through sophisticated creative direction, visual identity, styling systems, and complete image projects. Learners study how to establish a distinctive visual language that connects clothing, accessories, beauty, location, photography, and presentation. The level explores advanced research, concept development, styling strategy, team coordination, production planning, and professional communication. Learners work with complex briefs and develop complete visual directions for editorial, commercial, campaign, personal branding, or creative projects. They also study how to maintain consistency across multiple looks while allowing enough variation to support a larger story or collection. Expert projects focus on independent creative leadership, strong visual judgment, problem-solving, and the ability to direct a complete fashion image from initial concept through final presentation.",,"Learners will be able to direct sophisticated fashion styling projects with a clear visual identity, consistent image direction, professional styling decisions, team coordination, and strong creative judgment.",学習者は、明確な視覚的アイデンティティ、一貫したイメージの方向性、専門的なスタイリングの決定、チームの調整、強力な創造的な判断を持つ洗練されたファッションスタイリングプロジェクトを指示することができるようになります。,981,981,981,981,NULL,NULL
37,10,Beginner,ビギナー,"Understand the basic ideas behind sustainable fashion, including responsible materials, waste reduction, durability, reuse, recycling, sourcing, and product life. The level introduces learners to the environmental considerations involved in designing and producing clothing and textile products.",責任ある素材、廃棄物の削減、耐久性、再利用、リサイクル、調達、製品寿命など、持続可能なファッションの背後にある基本的な考え方を理解します。 このレベルでは、衣料品や繊維製品の設計と生産に関わる環境への配慮について学習者に紹介します。,"Learn the basic principles of sustainable fashion and material innovation, including responsible materials, waste reduction, durability, reuse, recycling, sourcing, and product life. Learners study how the materials and production methods used in clothing and textiles can affect environmental performance. The level introduces common sustainable practices and helps learners understand why material selection is an important part of responsible fashion design. Learners explore basic differences between natural, recycled, regenerated, and synthetic materials while considering factors such as durability, comfort, availability, and use. Simple examples help learners understand how designers can reduce unnecessary waste and consider longer product life. The focus is on building a clear foundation in sustainable fashion and understanding how environmental considerations can be included in everyday design decisions.",,"Learners will be able to identify sustainable fashion practices and understand how materials, sourcing, production, waste, durability, reuse, and recycling affect fashion products.",学習者は、持続可能なファッションの実践を特定し、材料、調達、生産、廃棄物、耐久性、再利用、リサイクルがファッション製品にどのように影響するかを理解することができます。,286,286,286,286,NULL,NULL
38,10,Intermediate,中級,"Develop the ability to apply sustainable thinking when selecting materials, planning products, reducing waste, and considering production and product use. Learners begin comparing different approaches and making practical design decisions that balance appearance, comfort, quality, cost, and environmental considerations.",材料の選択、製品の計画、廃棄物の削減、生産と製品の使用を検討する際に、持続可能な思考を適用する能力を開発します。 学習者は、さまざまなアプローチを比較し、外観、快適性、品質、コスト、環境への配慮のバランスをとる実用的な設計上の決定を行い始めます。,"Learn how to apply sustainable thinking to fashion and textile projects by considering material selection, production methods, product use, waste, durability, and responsible sourcing. Learners study how different material choices can affect appearance, comfort, performance, cost, and environmental impact. The level introduces practical approaches such as material reuse, repair, recycling, efficient cutting, reduced waste, and longer product life. Learners also explore how sustainability can be considered during concept development rather than added after a design is completed. Through project work, learners compare different materials and production approaches and make practical choices based on specific project requirements. The focus is on developing fashion concepts that balance creative quality, functionality, customer needs, production realities, and responsible use of resources.",,"Learners will be able to apply sustainable principles when selecting materials and planning fashion products while balancing environmental impact, comfort, quality, appearance, cost, and production needs.",学習者は、環境への影響、快適さ、品質、外観、コスト、および生産ニーズのバランスをとりながら、材料を選択し、ファッション製品を計画する際に持続可能な原則を適用することができるようになります。,496,496,496,496,NULL,NULL
39,10,Advanced,アドバンスド,"Build advanced skills in developing fashion and textile concepts that integrate sustainable materials, responsible production, durability, circular approaches, and resource efficiency. The level focuses on evaluating different material and production choices and applying sustainability throughout the design process.",持続可能な素材、責任ある生産、耐久性、循環的アプローチ、および資源効率を統合するファッションとテキスタイルのコンセプトを開発する高度なスキルを構築します。 このレベルでは、さまざまな材料と生産の選択肢を評価し、設計プロセス全体で持続可能性を適用することに焦点を当てています。,"Learn advanced sustainable fashion and material innovation through more detailed research into materials, production systems, durability, circular design, resource efficiency, and product life. Learners study how sustainability can influence the full fashion design process, from concept and sourcing to production, use, repair, reuse, and end-of-life considerations. The level explores material performance, responsible sourcing, waste reduction, recycled and alternative materials, and strategies for improving product longevity. Learners evaluate different approaches and consider trade-offs between environmental impact, cost, appearance, comfort, quality, and production requirements. Advanced projects involve developing fashion or textile concepts with clear sustainability goals and documenting the reasoning behind material and production decisions. The focus is on creating practical and well-considered solutions for more complex fashion projects.",,"Learners will be able to develop fashion concepts using sustainable materials, responsible production methods, circular approaches, durability, waste reduction, and lifecycle considerations.",学習者は、持続可能な材料、責任ある生産方法、循環アプローチ、耐久性、廃棄物の削減、およびライフサイクルの考慮事項を使用してファッションの概念を,665,665,665,665,NULL,NULL
40,10,Expert,専門家,"Develop expert-level ability to guide sustainable fashion and material innovation across complex projects while balancing environmental impact, performance, aesthetics, cost, production, and product life. The level focuses on developing responsible design strategies and making high-level decisions about materials and fashion systems.",環境への影響、パフォーマンス、美学、コスト、生産、製品寿命のバランスをとりながら、複雑なプロジェクト全体で持続可能なファッションと素材の革新を導く専門家レベルの能力を開発します。 このレベルでは、責任あるデザイン戦略の開発と、素材やファッションシステムに関する高レベルの意思決定に焦点を当てています。,"Learn expert-level approaches to sustainable fashion and material innovation by developing complete strategies for responsible fashion products and systems. Learners study advanced material research, circular design, lifecycle thinking, responsible sourcing, production efficiency, durability, repair, reuse, recycling, and resource management. The level focuses on making high-level decisions when environmental goals must be balanced with aesthetics, performance, cost, consumer expectations, and manufacturing requirements. Learners develop original material and product concepts and evaluate how sustainability can influence the complete lifecycle of a fashion product. Expert projects require independent research, critical comparison of different approaches, and clear documentation of design decisions. The focus is on developing professional-level sustainable fashion strategies that can guide complex products, collections, or material innovation projects.",,"Learners will be able to develop professional sustainable fashion strategies while balancing environmental goals with aesthetics, performance, cost, production requirements, consumer expectations, and product lifecycle.",学習者は、環境目標と美学、パフォーマンス、コスト、生産要件、消費者の期待、製品ライフサイクルのバランスをとりながら、専門的な持続可能なファッション戦略を開発することができます。,1096,1096,1096,1096,NULL,NULL
41,11,Beginner,ビギナー,"Understand the basic foundations of Japanese culinary arts, including common ingredients, preparation methods, cooking techniques, seasonality, balance, simplicity, and food presentation. The level introduces learners to the principles and traditions that shape Japanese cooking and helps them build confidence with basic preparations.",一般的な食材、調理方法、調理技術、季節性、バランス、シンプルさ、食べ物の提示など、日本の料理芸術の基本的な基礎を理解します。 このレベルでは、日本の料理を形作る原則と伝統を学習者に紹介し、基本的な準備に自信をつけるのに役立ちます。,"Learn the foundations of Japanese culinary arts, including common ingredients, preparation methods, cooking techniques, seasoning, seasonality, balance, simplicity, and food presentation. Learners study how Japanese cooking places importance on ingredient quality, careful preparation, timing, and visual presentation. The level introduces commonly used ingredients such as rice, noodles, vegetables, seafood, soy-based products, and basic seasonings. Learners explore simple preparation and cooking methods while becoming familiar with the structure of Japanese meals and the role of seasonal ingredients. Basic presentation principles are also introduced so learners can understand how appearance contributes to the dining experience. Practical cooking exercises help learners develop confidence with essential techniques and understand the cultural ideas that influence Japanese food preparation.",,"Learners will be able to prepare basic Japanese dishes using suitable ingredients, preparation methods, cooking techniques, seasoning, timing, seasonality, and simple presentation principles.",学習者は、適切な食材、準備方法、調理技術、調味料、タイミング、季節性、簡単なプレゼンテーションの原則を使用して、基本的な日本料理を準備することがで,245,245,245,245,NULL,NULL
42,11,Intermediate,中級,"Develop the ability to prepare a wider range of Japanese dishes while applying appropriate ingredients, cooking methods, seasoning, timing, and presentation techniques. Learners begin understanding how different elements of a meal work together and how traditional methods can be applied in practical cooking.",適切な食材、調理方法、調味料、タイミング、プレゼンテーション技術を適用しながら、より広い範囲の日本料理を準備する能力を開発します。 学習者は、食事のさまざまな要素がどのように連携し、伝統的な方法を実用的な料理にどのように適用できるかを理解し始めます。,"Learn how to prepare a wider range of Japanese dishes while applying appropriate ingredients, preparation methods, cooking techniques, seasoning, timing, and presentation. Learners study how different components of a Japanese meal can work together through balance of flavor, texture, temperature, color, and seasonality. The level introduces more detailed ingredient preparation and cooking methods and encourages learners to improve consistency and organization in the kitchen. Learners also explore traditional approaches to food presentation and how dishes can be arranged with care and simplicity. Practical projects involve preparing complete dishes or meal combinations while making independent choices about ingredients and presentation. The focus is on developing reliable cooking skills and a stronger understanding of Japanese culinary traditions.",,"Learners will be able to prepare a wider range of Japanese dishes while applying appropriate techniques, seasoning, timing, ingredient preparation, meal balance, and traditional presentation methods.",学習者は、適切な技術、調味料、タイミング、成分の準備、食事のバランス、伝統的なプレゼンテーション方法を適用しながら、より広い範囲の日本料理を準備することができます。,439,439,439,439,NULL,NULL
43,11,Advanced,アドバンスド,"Build advanced Japanese culinary skills through more detailed preparation, ingredient handling, cooking control, menu balance, presentation, and traditional techniques. The level focuses on improving consistency, precision, organization, and understanding of the cultural practices connected with Japanese food.",の構築高度な日本料理の技を通じてより詳細な成成分の取り扱い、お料理制御、メニューバランスの発表、伝統的な技法です。 のレベルを向上の整合性、精度、組織の文化的慣行を接続します。,"Learn advanced Japanese culinary techniques through detailed ingredient preparation, cooking control, seasoning, timing, menu balance, presentation, and traditional practices. Learners study how professional-level consistency can be achieved through careful preparation, accurate cooking, efficient organization, and attention to small details. The level explores more complex dishes and combinations while examining how seasonality, texture, color, temperature, and presentation contribute to a complete dining experience. Learners also study traditional methods and the cultural context behind selected culinary practices. Advanced projects require learners to plan and prepare multiple dishes while maintaining consistency and quality across the complete meal. The focus is on improving technical precision, refining presentation, and developing stronger judgment in Japanese culinary preparation.",,"Learners will be able to prepare more complex Japanese dishes with improved technical precision, consistency, ingredient handling, menu balance, timing, and refined presentation.",学習者は、技術的な精度、一貫性、食材の取り扱い、メニューのバランス、タイミング、洗練されたプレゼンテーションを改善して、より複雑な日本料理を準備することができるようになります。,751,751,751,751,NULL,NULL
44,11,Expert,専門家,"Develop expert-level ability to plan, prepare, refine, and present sophisticated Japanese culinary concepts while demonstrating strong technical control and cultural understanding. The level focuses on high-level cooking decisions, menu development, presentation, consistency, and professional culinary practice.",高度な日本料理のコンセプトを計画、準備、洗練し、提示する専門家レベルの能力を開発し、強力な技術的制御と文化的理解を実証します。 レベルは、高レベルの料理の決定、メニューの開発、プレゼンテーション、一貫性、およびプロの料理の練習に焦点を当てています。,"Learn expert-level Japanese culinary practice through sophisticated preparation, menu development, ingredient selection, cooking control, presentation, and creative interpretation. Learners study how to develop complete culinary experiences while maintaining a strong understanding of Japanese ingredients, techniques, seasonality, balance, and cultural traditions. The level focuses on precise execution, consistency, efficient kitchen organization, advanced presentation, and the ability to make informed decisions throughout the cooking process. Learners develop original menu concepts and refine dishes according to specific themes, audiences, or dining contexts. Expert projects also require careful consideration of ingredient quality, preparation timing, visual presentation, and overall meal structure. The focus is on developing professional culinary judgment and the ability to create refined Japanese food experiences with a clear and thoughtful direction.",,"Learners will be able to develop and execute sophisticated Japanese culinary concepts while demonstrating strong technical control, menu planning, cultural understanding, consistency, and professional presentation.",学習者は、強力な技術的制御、メニュー計画、文化的理解、一貫性、および専門的なプレゼンテーションを実証しながら、洗練された日本の料理の概念を開発し、実行することができるようになります。,1026,1026,1026,1026,NULL,NULL
45,12,Beginner,ビギナー,"Understand the basic ingredients, flavors, cooking methods, and food traditions found across Southeast Asia. The level introduces learners to the diversity of regional cuisines and helps them recognize how herbs, spices, sauces, vegetables, seafood, meats, geography, and local customs influence food.",東南アジア全体で見られる基本的な食材、味、調理方法、食の伝統を理解しています。 このレベルでは、地域の料理の多様性を学習者に紹介し、ハーブ、スパイス、ソース、野菜、魚介類、肉、地理、地元の習慣が食品にどのように影響するかを認識するのに役立ちます。,"Learn the basic ingredients, flavors, cooking methods, and food traditions found across Southeast Asia. Learners explore how herbs, spices, sauces, vegetables, seafood, meats, grains, and other local ingredients are used in regional cooking. The level introduces the differences between cuisines from countries and communities across the region and explains how geography, climate, history, and local customs influence food. Learners study simple preparation and cooking techniques and become familiar with common flavor combinations. The lessons also introduce the cultural importance of food and the role of traditional dishes in everyday life and celebrations. Practical exercises help learners develop basic confidence in preparing and understanding Southeast Asian dishes while recognizing that the region contains many distinct culinary traditions.",,"Learners will be able to identify common Southeast Asian ingredients, flavors, cooking methods, regional dishes, and cultural influences while recognizing differences between regional cuisines.",学習者は、地域の料理の違いを認識しながら、一般的な東南アジアの食材、味、調理方法、郷土料理、文化的影響を特定することができます。,167,167,167,167,NULL,NULL
46,12,Intermediate,中級,"Develop the ability to prepare and understand a wider range of Southeast Asian dishes while recognizing differences between regional cuisines. Learners begin applying appropriate ingredients, cooking methods, seasoning, and preparation techniques while developing a stronger understanding of the cultural background of the food.",地域の料理の違いを認識しながら、東南アジア料理の広い範囲を準備し、理解する能力を開発します。 学習者は、食品の文化的背景のより強い理解を開発しながら、適切な食材、調理方法、調味料、および調製技術を適用し始めます。,"Learn how to prepare a wider range of Southeast Asian dishes while understanding differences in ingredients, flavors, cooking methods, and regional traditions. Learners study how herbs, spices, sauces, vegetables, seafood, meats, and other ingredients are combined to create different flavor profiles. The level introduces more detailed preparation methods and encourages learners to compare culinary approaches from different countries and communities. Learners also explore how local ingredients can be substituted when necessary without losing the main character of a dish. Practical projects help learners prepare complete dishes and improve consistency, timing, seasoning, and presentation. The focus is on developing practical cooking skills while building a stronger understanding of the cultural and regional background behind Southeast Asian food.",,"Learners will be able to prepare a wider range of Southeast Asian dishes using appropriate ingredients, cooking methods, seasoning, timing, and presentation while understanding regional differences.",学習者は、地域の違いを理解しながら、適切な食材、調理方法、調味料、タイミング、プレゼンテーションを使用して、より広い範囲の東南アジア料理を準備することができます。,372,372,372,372,NULL,NULL
47,12,Advanced,アドバンスド,"Build advanced skills in Southeast Asian culinary practice by working with more complex recipes, regional techniques, ingredient combinations, flavor balance, and menu planning. The level focuses on improving technical consistency while developing a deeper understanding of the differences and connections between regional food traditions.",より複雑なレシピ、地域の技術、成分の組み合わせ、風味のバランス、およびメニュー計画で作業することにより、東南アジアの料理の練習で高度なスキルを このレベルでは、地域の食の伝統の違いとつながりをより深く理解しながら、技術的な一貫性を向上させることに焦点を当てています。,"Learn advanced Southeast Asian culinary practice through more complex recipes, regional cooking techniques, ingredient combinations, flavor balance, menu planning, and presentation. Learners study the differences between regional cuisines in greater detail and explore how traditional methods can be adapted to contemporary culinary settings. The level focuses on technical control, ingredient preparation, seasoning, timing, texture, and consistency across more complex dishes. Learners also develop menus that combine dishes thoughtfully while maintaining a clear regional or thematic direction. Advanced projects require learners to research culinary references and make informed decisions about ingredients, cooking methods, and presentation. The focus is on improving technical ability while developing deeper knowledge of Southeast Asian culinary diversity and the relationship between food, place, and culture.",,"Learners will be able to develop complex Southeast Asian dishes and menus using regional techniques, ingredient combinations, flavor balance, cultural references, and consistent preparation.",学習者は、地域の技術、成分の組み合わせ、風味のバランス、文化的な参照、一貫した準備を使用して、複雑な東南アジア料理やメニューを開発することがで,689,689,689,689,NULL,NULL
48,12,Expert,専門家,"Develop expert-level ability to create, refine, and direct sophisticated Southeast Asian culinary concepts while respecting regional identity and traditional knowledge. The level focuses on advanced technique, menu development, cultural understanding, presentation, and professional culinary decision-making.",地域のアイデンティティと伝統的な知識を尊重しながら、洗練された東南アジアの料理の概念を作成、洗練、および指示する専門家レベルの能力を レベルは、高度な技術、メニュー開発、文化的理解、プレゼンテーション、およびプロの料理の意思決定に焦点を当てています。,"Learn expert-level Southeast Asian culinary practice through advanced technique, menu development, regional research, cultural understanding, presentation, and creative direction. Learners study how to develop sophisticated culinary concepts while maintaining respect for the identity and traditions of specific regional cuisines. The level focuses on ingredient selection, complex preparation, flavor structure, consistency, menu organization, plating, and the adaptation of traditional references to contemporary settings. Learners develop complete culinary projects that may involve several dishes and require careful planning from research through final presentation. Expert work also considers how food communicates culture and how regional differences should be represented accurately and thoughtfully. The focus is on developing professional culinary judgment and creating refined Southeast Asian food concepts with a clear regional identity.",,"Learners will be able to create sophisticated Southeast Asian culinary concepts with strong technical execution, regional understanding, menu development, cultural awareness, presentation, and professional culinary judgment.",学習者は、強力な技術的実行、地域理解、メニュー開発、文化的意識、プレゼンテーション、および専門的な料理の判断と洗練された東南アジアの料理の概念を作成することができるようになります。,1062,1062,1062,1062,NULL,NULL
