id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,price_in_points,created_at,updated_at
37,10,Beginner,ビギナー,"Learn essential cybersecurity concepts by understanding passwords, phishing, privacy, account protection, device security, and common online risks.",パスワード、フィッシング、プライバシー、アカウント保護、デバイスセキュリティ、および一般的なオンラインリスクを理解することによって、サイバーセキュリティの本質的な概念を学びます。,"Understand basic cybersecurity concepts, including password protection, phishing, privacy, account security, device protection, and common online risks.",パスワード保護、フィッシング、プライバシー、アカウントセキュリティ、デバイス保護、一般的なオンラインリスクなど、基本的なサイバーセキュリティの概念を理解します。,"Recognize common cybersecurity risks and apply basic practices for protecting passwords, accounts, devices, personal information, and online activity.",一般的なサイバーセキュリティリスクを認識し、パスワード、アカウント、デバイス、個人情報、およびオンラインアクティビティを保護するための基本的な慣行を適用します。,286,286,286,286,NULL,NULL
38,10,Intermediate,中級,"Strengthen cybersecurity awareness by recognizing suspicious activities, improving account protection, understanding privacy risks, and applying safer digital habits in everyday situations.",疑わしい活動を認識し、アカウント保護を改善し、プライバシーリスクを理解し、日常の状況でより安全なデジタル習慣を適用することによ,"Learn how to recognize common digital threats, strengthen account protection, improve privacy habits, and make safer decisions when using online services and devices.",オンラインサービスやデバイスを使用する際に、一般的なデジタル脅威を認識し、アカウント保護を強化し、プライバシー習慣を改善し、より安全な意思決定を行う方法について説明します。,"Improve digital security by identifying suspicious activity, strengthening account protection, understanding privacy risks, and applying safer online habits.",疑わしい活動を特定し、アカウント保護を強化し、プライバシーリスクを理解し、より安全なオンライン習慣を適用することにより、デジタルセキュ,496,496,496,496,NULL,NULL
39,10,Advanced,アドバンスド,"Develop stronger cybersecurity knowledge by understanding common security threats, evaluating digital risks, improving protection practices, and responding thoughtfully to different online situations.",一般的なセキュリティ脅威を理解し、デジタルリスクを評価し、保護慣行を改善し、さまざまなオンライン状況に慎重に対応することにより、より強力なサイバーセキュリティ知識を開発します。,"Explore advanced cybersecurity concepts by understanding different security risks, evaluating threats, improving protection practices, and responding appropriately to common digital security situations.",さまざまなセキュリティリスクを理解し、脅威を評価し、保護慣行を改善し、一般的なデジタルセキュリティ状況に適切に対応することにより、高度なサイバーセキュリティの概念を探ります。,"Evaluate common cybersecurity risks, improve protection practices, recognize different threats, and respond appropriately to a range of digital security situations.",一般的なサイバーセキュリティリスクを評価し、保護慣行を改善し、さまざまな脅威を認識し、さまざまなデジタルセキュリティ状況に適切に対応します。,665,665,665,665,NULL,NULL
40,10,Expert,専門家,"Build an independent cybersecurity mindset by applying practical security principles, identifying potential risks, protecting information, and making safer decisions across different digital environments.",実践的なセキュリティ原則を適用し、潜在的なリスクを特定し、情報を保護し、さまざまなデジタル環境でより安全な意思決定を行うことにより、独立したサイバーセキュリティの考え方を構築します。,"Learn how to independently apply cybersecurity principles by identifying risks, protecting accounts and information, reviewing security practices, and making safer decisions across different digital environments.",リスクを特定し、アカウントと情報を保護し、セキュリティ慣行を見直し、さまざまなデジタル環境でより安全な意思決定を行うことにより、サイバーセキュリティの原則を独自に適用する方法について説明します。,"Independently apply cybersecurity principles by identifying risks, protecting accounts and information, reviewing security practices, and making safer decisions across digital environments.",リスクを特定し、アカウントと情報を保護し、セキュリティ慣行を見直し、デジタル環境全体でより安全な意思決定を行うことにより、サイバーセキュリティの原則を独自に適用します。,1096,1096,1096,1096,NULL,NULL
41,11,Beginner,ビギナー,"Build foundational creative writing skills by learning how to develop ideas, organize simple stories, use descriptions, create characters, write dialogue, and express thoughts clearly.",アイデアを開発し、簡単な物語を整理し、説明を使用し、文字を作成し、対話を書き、明確に思考を表現する方法を学ぶことによって、基礎的な創造的な,"Digital Illustration Basics introduces learners to the fundamentals of digital artwork, including brushes, layers, shapes, colors, linework, composition, shading, and basic rendering techniques.",デジタルイラストの基本ブラシ、レイヤー、形、色、線画、構図、シェーディング、基本的なレンダリング技術など、デジタルアートワークの基礎を学習者に紹介します。,"Create polished digital illustrations using stronger brush control, layer organization, color choices, shading, composition, and rendering techniques.",より強力なブラシコントロール、レイヤー構成、色の選択、シェーディング、コンポジション、およびレンダリング技術を使用して、洗練されたデジタルイラストレーションを作成します。,245,245,245,245,NULL,NULL
42,11,Intermediate,中級,"Strengthen writing abilities through improved character development, descriptive writing, dialogue, story structure, pacing, and creative expression while developing greater confidence in written communication.",文字の開発、記述的な書き込み、対話、ストーリー構造、ペーシング、および創造的な表現の改善を通じて書き込み能力を強化しながら、書かれたコミュニケーシ,"Digital Illustration Basics covers stronger digital drawing workflows, including brush control, layer organization, color choices, shading, composition, and combining techniques to create cleaner and more expressive artwork.",デジタルイラストの基本は、ブラシコントロール、レイヤー構成、色の選択、シェーディング、構図、およびよりクリーンで表現力豊かなアートワークを作成するた,"Apply advanced digital illustration techniques, including refined linework, lighting, color relationships, detailed shading, composition, and controlled rendering.",洗練された線画、照明、色の関係、詳細なシェーディング、構図、制御されたレンダリングなど、高度なデジタルイラストテクニックを適用します。,439,439,439,439,NULL,NULL
43,11,Advanced,アドバンスド,"Develop advanced storytelling skills through layered characters, stronger narrative structure, meaningful dialogue, atmosphere, pacing, descriptive detail, and thoughtful creative choices.",階層化されたキャラクター、より強力な物語の構造、意味のある対話、雰囲気、ペーシング、説明的な詳細、思慮深い創造的な選択を通じて、高度なストーリーテリングスキルを開発します。,"Digital Illustration Basics explores advanced digital illustration techniques such as refined linework, complex shading, lighting, color relationships, composition, rendering, and detailed artwork development.",Digital Illustration Basics洗練された線画、複雑な陰影、照明、色の関係、構図、レンダリング、詳細なアートワークの開発など、高度なデジタルイラスト技術を探求します。,"Develop an independent digital illustration style by combining advanced drawing, rendering, lighting, color, composition, and visual storytelling techniques.",高度な描画、レンダリング、照明、色、構成、および視覚的なストーリーテリング技術を組み合わせることにより、独立したデジタルイラストスタイルを開発します。,751,751,751,751,NULL,NULL
44,11,Expert,専門家,"Develop an individual writing style by combining storytelling, character development, description, dialogue, structure, pacing, and creative voice while independently planning, writing, and revising original work.",オリジナル作品を独自に企画、執筆、改訂しながら、ストーリーテリング、キャラクター開発、説明、対話、構造、ペーシング、創造的な声を組み合わせて、個々のライティングスタイ,"Digital Illustration Basics focuses on developing an independent digital illustration workflow by combining advanced drawing, rendering, composition, lighting, color, and visual storytelling techniques.",Digital Illustration Basicsは、高度な描画、レンダリング、構成、照明、色、視覚的なストーリーテリング技術を組み合わせることにより、独立したデジタルイラストワークフローの開発に焦点を当てています。,"Create balanced and effective graphic designs using typography, color, composition, spacing, alignment, hierarchy, contrast, and layout principles.",タイポグラフィ、色、構図、間隔、配置、階層、コントラスト、レイアウトの原則を使用して、バランスのとれた効果的なグラフィックデザインを作成します。,1026,1026,1026,1026,NULL,NULL
45,12,Beginner,ビギナー,"Learn essential money-management skills by understanding budgeting, saving, spending, financial goals, basic planning, and everyday financial decisions.",予算編成、貯蓄、支出、財務目標、基本計画、日常の財務上の意思決定を理解することによって、本質的なお金管理スキルを学びます。,"Graphic Design Fundamentals introduces learners to typography, color, composition, spacing, alignment, hierarchy, contrast, and layout while explaining how these elements work together in visual communication.",グラフィックデザインの基礎では、タイポグラフィ、色、構成、間隔、配置、階層、コントラスト、レイアウトを学習者に紹介し、これらの要素がビジュアルコミュニケーションでどのように連携するかを説明します。,"Develop consistent visual designs by applying stronger typography systems, color choices, balanced layouts, spacing, hierarchy, and organized visual communication.",より強力なタイポグラフィシステム、色の選択、バランスの取れたレイアウト、間隔、階層、および組織化されたビジュアルコミュニケーショ,167,167,167,167,NULL,NULL
46,12,Intermediate,中級,"Improve money-management habits by practicing budgeting, saving strategies, spending awareness, financial goals, and practical planning for short-term and longer-term needs.",予算編成、貯蓄戦略、支出意識、財務目標、および短期および長期的なニーズのための実用的な計画を実践することにより、お金管理の習慣を改善します。,"Graphic Design Fundamentals explores stronger design practices through typography systems, color choices, balanced layouts, spacing, hierarchy, alignment, and consistent visual organization across different creative projects.",グラフィックデザインの基礎タイポグラフィーシステム、色の選択、バランスの取れたレイアウト、間隔、階層、配置、およびさまざまなクリエイティブプロ,"Create polished design solutions using advanced layouts, typography systems, visual hierarchy, composition, consistency, and audience-focused communication.",高度なレイアウト、タイポグラフィシステム、視覚的階層、構成、一貫性、および視聴者に焦点を当てたコミュニケーションを使用して、洗練されたデザイ,372,372,372,372,NULL,NULL
47,12,Advanced,アドバンスド,"Develop stronger financial planning skills through detailed budgeting, spending analysis, saving strategies, goal setting, and thoughtful decision-making across different everyday situations.",詳細な予算編成、支出分析、保存戦略、目標設定、およびさまざまな日常の状況全体で思慮深い意思決定を通じて、より強力な財務計画スキルを開発します。,"Graphic Design Fundamentals covers advanced design principles, including complex layouts, visual hierarchy, typography systems, composition, consistency, audience-focused communication, and thoughtful design decision-making.",グラフィックデザインの基礎は、複雑なレイアウト、視覚的な階層、タイポグラフィーシステム、構成、一貫性、視聴者に焦点を当てたコミュニケーション、思慮深いデザインの意思決定など、高度なデザインの原則をカバーしています。,"Develop an independent graphic design approach by combining typography, color, composition, hierarchy, layout, spacing, and visual communication principles across different projects.",異なるプロジェクト間でタイポグラフィ、色、構成、階層、レイアウト、間隔、および視覚的コミュニケーションの原則を組み合わせることによ,689,689,689,689,NULL,NULL
48,12,Expert,専門家,"Build an independent approach to managing personal finances by combining budgeting, saving, planning, spending awareness, financial goals, and adaptable money-management habits.",予算編成、貯蓄、計画、支出意識、財務目標、および適応可能なお金管理の習慣を組み合わせることにより、個人の財政を管理するための独立したアプロー,"Graphic Design Fundamentals develops an independent design approach by combining typography, color, composition, hierarchy, layout, spacing, and visual communication principles across different project requirements.",グラフィックデザインの基礎タイポグラフィ、色、構成、階層、レイアウト、間隔、および視覚的コミュニケーションの原則を異なるプロジェクト要件間で組み合わせることによって、独立したデザインアプローチを開発します。,"Create stronger photographs by applying composition, framing, lighting, focus, perspective, timing, and visual storytelling techniques.",構図、フレーミング、照明、フォーカス、遠近法、タイミング、視覚的なストーリーテリング技術を適用することで、より強力な写真を作成します。,1062,1062,1062,1062,NULL,NULL
49,13,Beginner,ビギナー,"Learn essential cooking skills through ingredient preparation, kitchen tools, basic cooking methods, seasoning, timing, and simple meal preparation techniques.",食材の準備、キッチンツール、基本的な調理方法、調味料、タイミング、簡単な食事の準備技術を通じて、本質的な調理スキルを学びます。,"Photography Essentials introduces learners to composition, framing, lighting, focus, perspective, timing, and visual storytelling while developing basic skills for creating clearer and more thoughtful photographs.",Photography Essentialsは、より明確で思慮深い写真を作成するための基本的なスキルを開発しながら、構成、フレーミング、照明、焦点、視点、タイミング、視覚的なストーリーテリング,"Produce more intentional photographs by controlling lighting, composition, framing, perspective, focus, timing, and subject placement across different environments.",照明、構図、フレーミング、遠近法、フォーカス、タイミング、被写体の配置をさまざまな環境で制御することで、より意図的な写真を制作します。,278,278,278,278,NULL,NULL
50,13,Intermediate,中級,"Strengthen everyday cooking abilities by improving preparation, seasoning, timing, ingredient handling, cooking methods, and meal organization while preparing a wider range of simple meals.",簡単な食事の広い範囲を準備しながら、準備、調味料、タイミング、食材の取り扱い、調理方法、食事の編成を改善することにより、日常の調理能力を強化します。,"Photography Essentials explores stronger photographic techniques through lighting, composition, framing, perspective, focus, timing, subject placement, and intentional creative decision-making in different environments.",Photography Essentialsは、照明、構成、フレーミング、遠近法、フォーカス、タイミング、被写体の配置、および異なる環境での意図的な創造的な意思決定を通じて、より強力な写真技術,"Create more sophisticated photographs by applying advanced lighting, composition, perspective, timing, visual storytelling, and creative control with different subjects.",高度な照明、組成物、遠近法、タイミング、視覚的なストーリーテリング、および異なる被写体との創造的な制御を適用することにより、より洗練された写真を作成します。,461,461,461,461,NULL,NULL
51,13,Advanced,アドバンスド,"Develop more advanced cooking skills through improved preparation, cooking control, seasoning, timing, presentation, and the ability to combine different cooking methods effectively.",改善された準備、調理制御、調味料、タイミング、プレゼンテーション、および効果的に異なる調理方法を組み合わせる能力を通じて、より高度な調理スキル,"Photography Essentials covers advanced photography concepts involving complex lighting, composition, perspective, timing, visual storytelling, and creative control while working with different subjects and environments.",Photography Essentialsは、さまざまな被写体や環境で作業しながら、複雑な照明、構図、遠近法、タイミング、視覚的なストーリーテリング、創造的な制御を含む高度な写真の概念,"Develop an individual photographic style by combining advanced composition, lighting, perspective, timing, subject selection, and visual storytelling techniques.",高度な構図、照明、遠近法、タイミング、被写体の選択、視覚的なストーリーテリング技術を組み合わせて、個々の写真スタイルを開発します。,774,774,774,774,NULL,NULL
52,13,Expert,専門家,"Build an independent cooking approach by combining preparation, seasoning, timing, cooking methods, organization, and presentation while planning and preparing complete everyday meals.",完全な毎日の食事を計画し、準備している間準備、乾燥、タイミング、調理方法、構成および提示を結合することによって独立した調理のアプローチを,"Photography Essentials focuses on developing an independent photographic style by combining advanced composition, lighting, perspective, timing, subject selection, and visual storytelling techniques.",Photography Essentialsは、高度な構図、照明、遠近法、タイミング、被写体の選択、視覚的なストーリーテリング技術を組み合わせることにより、独立した写真スタイルの開発に焦点,"Create organized videos by trimming footage, arranging scenes, applying transitions, controlling timing, managing audio, and making basic visual adjustments.",映像のトリミング、シーンの配置、トランジションの適用、タイミングの制御、オーディオの管理、基本的な視覚的調整を行うことで、整理されたビデオを作成します。,995,995,995,995,NULL,NULL
53,14,Beginner,ビギナー,"Learn the fundamentals of effective travel planning through destination research, transportation, accommodation, budgeting, packing, scheduling, and basic trip preparation.",目的地の調査、輸送、宿泊施設、予算編成、梱包、スケジューリング、および基本的な旅行の準備を通じて、効果的な旅行計画の基礎を学びます。,"Video Editing Basics introduces learners to importing footage, trimming clips, arranging scenes, transitions, timing, audio, basic visual adjustments, and organizing simple video projects.",ビデオ編集の基本フッテージのインポート、クリップのトリミング、シーンの配置、トランジション、タイミング、オーディオ、基本的な視覚的調整、簡単なビデオプロジェクトの整理について学習者に紹介します。,"Produce smoother and more engaging videos by improving clip organization, pacing, transitions, audio, scene arrangement, and visual adjustments.",クリップの編成、ペーシング、トランジション、オーディオ、シーンの配置、視覚的な調整を改善することにより、よりスムーズで魅力的なビデオを生成します。,219,219,219,219,NULL,NULL
54,14,Intermediate,中級,"Strengthen travel planning skills by comparing destinations, managing budgets, choosing transportation and accommodation, organizing itineraries, preparing luggage, and adapting plans to practical needs.",目的地を比較し、予算を管理し、交通機関と宿泊施設を選択し、旅程を整理し、荷物を準備し、実用的なニーズに計画を適応させることにより、旅行計画スキ,"Video Editing Basics explores stronger editing workflows through clip organization, pacing, transitions, audio control, scene arrangement, and visual adjustments for different types of video projects.",ビデオ編集の基本クリップの編成、ペーシング、トランジション、オーディオコントロール、シーンの配置、さまざまな種類のビデオプロジェクトの視覚的な調整を通じて、より強力な編集ワークフローを探ります。,"Create polished video projects by applying advanced pacing, storytelling structure, audio organization, transitions, visual adjustments, and efficient editing workflows.",高度なペーシング、ストーリーテリング構造、オーディオ編成、トランジション、視覚的調整、効率的な編集ワークフローを適用することで、洗練されたビデオプロジェ,403,403,403,403,NULL,NULL
55,14,Advanced,アドバンスド,"Develop advanced travel planning abilities through detailed itineraries, budget management, destination research, transportation coordination, accommodation planning, scheduling, and contingency preparation.",詳細な旅程、予算管理、目的地の調査、輸送調整、宿泊計画、スケジューリング、および不測の事態の準備を通じて、高度な旅行計画能力を開発します。,"Video Editing Basics covers advanced editing techniques including detailed pacing, storytelling structure, audio organization, transitions, visual adjustments, and efficient workflows for more polished video projects.",ビデオ編集の基本は、詳細なペーシング、ストーリーテリング構造、オーディオ編成、トランジション、視覚的調整、より洗練されたビデオプロジェクトのための効率的なワークフローなどの高度な編集技術をカバーしています。,"Develop an independent video editing approach by combining storytelling, pacing, audio, transitions, visual adjustments, and project organization.",ストーリーテリング、ペーシング、オーディオ、トランジション、ビジュアル調整、プロジェクト編成を組み合わせて、独立したビデオ編集アプローチを開発します。,707,707,707,707,NULL,NULL
56,14,Expert,専門家,"Build an independent travel planning approach by combining research, budgeting, scheduling, transportation, accommodation, preparation, and flexible decision-making for different trips.",異なる旅行のための研究、予算編成、スケジューリング、輸送、宿泊施設、準備、および柔軟な意思決定を組み合わせることにより、独立した旅行計画アプロー,"Video Editing Basics develops an independent editing approach by combining storytelling, pacing, audio, transitions, visual adjustments, and project organization while completing more structured video projects.",ビデオ編集の基本ストーリーテリング、ペーシング、オーディオ、トランジション、ビジュアル調整、プロジェクト編成を組み合わせて、より構造化されたビデオプロジェクトを完了することにより、独立した編集アプローチを開発します。,"Develop creative writing pieces using ideas, structure, description, characters, dialogue, and storytelling techniques to express thoughts clearly and creatively.",思考をはっきりそして創造的に表現するために考え、構造、記述、特性、ダイアログおよび物語の技術を使用して創造的な執筆部分を開発しなさい。,1082,1082,1082,1082,NULL,NULL
57,15,Beginner,ビギナー,"Learn practical productivity skills through task organization, goal setting, prioritization, scheduling, planning, and simple routines for managing everyday responsibilities.",タスク編成、目標設定、優先順位付け、スケジューリング、計画、および日常の責任を管理するための簡単なルーチンを通じて実用的な生産性スキルを学,"Creative Writing Skills introduces learners to ideas, structure, description, characters, dialogue, and storytelling while practicing how to turn simple concepts into organized creative writing.",クリエイティブライティングスキルは、アイデア、構造、説明、文字、対話、ストーリーテリングに学習者を紹介しながら、簡単な概念を組織化されたクリエイティ,"Write more engaging creative pieces by improving character development, descriptive writing, dialogue, story structure, pacing, and creative expression.",キャラクターの発達、説明的な文章、対話、ストーリー構造、ペーシング、創造的な表現を改善することによって、より魅力的な創造的な作品を書く。,253,253,253,253,NULL,NULL
58,15,Intermediate,中級,"Strengthen organization and time-management habits by practicing prioritization, scheduling, goal setting, task planning, routines, and practical workflow techniques.",優先順位付け、スケジューリング、目標設定、タスク計画、ルーチン、および実用的なワークフロー技術を実践することにより、組織と時間管理の習慣を強化します。,"Creative Writing Skills explores stronger writing techniques through character development, descriptive writing, dialogue, story structure, pacing, creative expression, and improving the clarity and flow of written work.",創造的な執筆技術は特性の開発、記述的な執筆、ダイアログ、物語の構造、速度を計ること、創造的な表現、および書かれた仕事の明快さそして流れを改善,"Create more complex stories using layered characters, stronger narrative structure, meaningful dialogue, atmosphere, pacing, descriptive detail, and distinctive voice.",階層化された文字、強力な物語の構造、意味のある対話、雰囲気、ペーシング、説明的な詳細、および独特の声を使用して、より複雑な物語を作成します。,489,489,489,489,NULL,NULL
59,15,Advanced,アドバンスド,"Develop advanced productivity skills through structured planning, priority management, goal tracking, workflow organization, routines, and strategies for handling competing responsibilities.",構造化計画、優先度管理、目標追跡、ワークフロー組織、ルーチン、および競合する責任を処理するための戦略を通じて、高度な生産性スキルを開発します。,"Creative Writing Skills covers advanced storytelling techniques including layered characters, narrative structure, meaningful dialogue, pacing, atmosphere, descriptive detail, voice, and more complex creative development.",クリエイティブライティングスキルは、階層化された文字、物語の構造、意味のある対話、ペーシング、雰囲気、説明的な詳細、音声、およびより複雑な創造的な開発を含む高度なストーリーテリング技術をカバーしています。,"Develop an individual writing style by combining storytelling, character development, description, dialogue, structure, pacing, revision, and creative voice.",ストーリーテリング、キャラクターの開発、説明、対話、構造、ペーシング、リビジョン、および創造的な声を組み合わせることにより、個々の文体を開発します。,766,766,766,766,NULL,NULL
60,15,Expert,専門家,"Build an independent productivity system by combining planning, prioritization, goal setting, routines, organization, and flexible time-management techniques for changing personal and professional needs.",個人的な、専門の必要性を変えるための計画、優先順位付け、目的の設定、ルーチン、構成および適用範囲が広い時間管理の技術の結合によって独立した生産,"Creative Writing Skills focuses on developing an independent writing style by combining storytelling, character development, description, dialogue, structure, pacing, revision, and creative voice.",クリエイティブライティングスキルは、ストーリーテリング、キャラクター開発、説明、対話、構造、ペーシング、改訂、および創造的な声を組み合わせることによ,"Improve creative writing projects by combining multiple storytelling techniques, refining structure, strengthening character development, and revising written work for clearer and more engaging results.",複数のストーリーテリング技術を組み合わせ、構造を洗練し、キャラクター開発を強化し、より明確で魅力的な結果のために書かれた作品を改訂するこ,958,958,958,958,NULL,NULL
61,16,Beginner,ビギナー,"Learn practical mindfulness and everyday wellness skills by exploring simple habits for awareness, relaxation, focus, balanced routines, and positive daily experiences.",意識、弛緩、焦点、釣り合ったルーチンおよび肯定的な毎日の経験のための簡単な習慣の探検によって実用的なmindfulnessおよび毎日の健康技術を学びなさい。,"Understand essential personal finance concepts, including budgeting, saving, spending, financial goals, basic planning, and making thoughtful everyday money decisions.",予算編成、貯蓄、支出、財務目標、基本計画、および思慮深い毎日のお金の意思決定を含む本質的な個人的な財政の概念を、理解しています。,"Understand essential personal finance concepts by learning budgeting, saving, spending, financial goals, basic planning, and thoughtful everyday money decisions.",予算編成、貯蓄、支出、財務目標、基本的な計画、および思慮深い毎日のお金の決定を学ぶことによって、本質的な個人的な財政の概念を理解しています。,194,194,194,194,NULL,NULL
62,16,Intermediate,中級,"Strengthen everyday wellness habits through mindfulness exercises, self-awareness, relaxation techniques, healthy routines, focused attention, and practical approaches to maintaining balance.",マインドフルネスエクササイズ、自己認識、リラクゼーションテクニック、健康的なルーチン、集中的な注意、バランスを維持するための実践的なアプローチを通じ、毎日のウェルネス習慣を強化します。,"Improve money-management skills through budgeting, saving strategies, spending awareness, financial goals, and practical planning for short-term and longer-term financial needs.",予算編成、貯蓄戦略、支出意識、財務目標、および短期および長期的な財務ニーズのための実践的な計画を通じて、資金管理スキルを向上させます。,"Improve personal money management by creating practical budgets, tracking spending, setting financial goals, developing saving habits, and making more informed financial choices.",実用的な予算を作成し、支出を追跡し、財務目標を設定し、貯蓄習慣を開発し、より多くの情報に基づいた財務上の選択を行うことにより、個人的なお金の管理を向上させます。,426,426,426,426,NULL,NULL
63,16,Advanced,アドバンスド,"Develop advanced mindfulness and wellness practices by exploring deeper self-awareness, relaxation, attention, routine building, reflection, and thoughtful approaches to managing everyday challenges.",より深い自己認識、リラクゼーション、注意、日常の建物、反射、および日常の課題を管理するための思慮深いアプローチを探索することにより、高度なマインドフルネスとウェルネスの実践を開発します。,"Explore advanced personal finance topics such as detailed budgeting, spending analysis, saving strategies, financial planning, goal setting, and evaluating different financial situations.",詳細な予算編成、支出分析、貯蓄戦略、財務計画、目標設定、さまざまな財務状況の評価など、高度な個人財務のトピックを探索します。,"Apply advanced personal finance skills by analyzing spending patterns, planning budgets, managing financial goals, and evaluating different everyday financial situations.",支出パターンを分析し、予算を計画し、財務目標を管理し、さまざまな日常の財務状況を評価することにより、高度な個人財務スキルを適用します。,681,681,681,681,NULL,NULL
64,16,Expert,専門家,"Build an independent approach to everyday wellness by combining mindfulness, self-awareness, relaxation, focused attention, balanced routines, and practical habits that can support a more intentional lifestyle.",マインドフルネス、自己認識、リラクゼーション、集中的な注意、バランスの取れたルーチン、およびより意図的なライフスタイルをサポートすることができ、実用的な習慣を組み合わせることにより、日常のウェルネスへの独立したアプローチを構築します。,"Develop an independent approach to managing personal finances by combining budgeting, saving, planning, spending awareness, financial goals, and adaptable money-management habits.",予算編成、貯蓄、計画、支出意識、財務目標、および適応可能なお金管理の習慣を組み合わせることにより、個人の財政を管理するための独立したアプロー,"Develop an independent approach to personal finance by combining budgeting, saving, spending awareness, financial planning, goal setting, and adaptable money-management habits.",予算編成、貯蓄、支出意識、財務計画、目標設定、および適応可能なお金管理の習慣を組み合わせることにより、個人的な財政への独立したアプローチを開,1041,1041,1041,1041,NULL,NULL
65,17,Beginner,ビギナー,"Build practical English speaking and listening skills for everyday conversations by learning useful vocabulary, common expressions, sentence patterns, pronunciation, and simple communication techniques.",有用な語彙、一般的な表現、文のパターン、発音、および簡単なコミュニケーション技術を学ぶことによって、日常会話のための実用的な英語を話すとリス,"Understand essential cooking techniques, ingredient preparation, kitchen tools, seasoning, timing, and simple meal preparation while building confidence with everyday kitchen tasks.",毎日の台所仕事の信任を造っている間必要な調理の技術、原料の準備、台所用具、乾燥、タイミング、および簡単な食事の準備を理解しなさい。,"Prepare simple everyday meals by using basic cooking techniques, preparing ingredients, handling kitchen tools, applying seasoning, and managing cooking time.",基本的な調理技術を使用して、食材を準備し、キッチンツールを処理し、調味料を適用し、調理時間を管理することにより、簡単な日常の食事を準備します。,271,271,271,271,NULL,NULL
66,17,Intermediate,中級,"Improve English communication through more detailed conversation practice, stronger vocabulary, clearer pronunciation, natural expressions, and better responses across different everyday situations.",より詳細な会話の練習、より強い語彙、より明確な発音、自然な表現、および異なる日常の状況にわたってより良い応答を通じて英語のコミュニケーシ,"Learn stronger cooking techniques through improved preparation, seasoning, ingredient handling, timing, cooking methods, and meal organization for a wider range of everyday meals.",より広い範囲の日常の食事のための改善された準備、調味料、成分の取り扱い、タイミング、調理方法、および食事構成を通じて、より強力な調理技術を学,"Prepare a wider range of everyday meals by combining stronger preparation, seasoning, ingredient handling, cooking methods, timing, and meal organization skills.",より強力な準備、調味料、食材の取り扱い、調理方法、タイミング、食事の組織スキルを組み合わせることにより、より広い範囲の日常の食事を準備します。,357,357,357,357,NULL,NULL
67,17,Advanced,アドバンスド,"Develop advanced English communication skills through more complex conversations, stronger listening, detailed vocabulary, natural expressions, and confident communication across varied situations.",より複雑な会話、より強いリスニング、詳細な語彙、自然な表現、様々な状況にわたって自信を持ってコミュニケーションを通じて、高度な英語のコミュ,"Explore advanced cooking techniques involving preparation, cooking control, seasoning, timing, presentation, and combining multiple cooking methods to prepare more detailed meals.",準備、調理制御、調味料、タイミング、プレゼンテーション、およびより詳細な食事を準備するために複数の調理方法を組み合わせることを含む高度な調理,"Apply advanced cooking techniques by managing preparation, cooking control, seasoning, timing, presentation, and multiple cooking methods to prepare more detailed meals.",より詳細な食事を準備するために、準備、調理制御、調味料、タイミング、提示、および複数の調理方法を管理することにより、高度な調理技術を適用します。,745,745,745,745,NULL,NULL
68,17,Expert,専門家,"Develop an independent English communication style by combining advanced speaking, listening, vocabulary, pronunciation, conversation structure, and adaptable communication techniques.",高度なスピーキング、リスニング、語彙、発音、会話構造、適応可能なコミュニケーション技術を組み合わせることにより、独立した英語のコミュ,"Develop an independent cooking approach by combining preparation, seasoning, timing, cooking methods, organization, and presentation while planning and preparing complete meals.",完全な食事を計画し、準備している間準備、乾燥、タイミング、調理方法、構成および提示を結合することによって独立した調理のアプローチを開発しなさい。,"Plan and prepare complete meals independently by combining ingredient preparation, cooking methods, seasoning, timing, organization, and presentation skills.",食材の準備、調理方法、調味料、タイミング、組織、プレゼンテーションスキルを組み合わせて、完全な食事を独自に計画し、準備します。,1018,1018,1018,1018,NULL,NULL
69,18,Beginner,ビギナー,"Build practical Japanese language skills for everyday situations by learning useful vocabulary, greetings, expressions, sentence patterns, numbers, directions, and simple conversations.",有用な語彙、挨拶、表現、文のパターン、数字、方向、簡単な会話を学ぶことによって、日常の状況のための実用的な日本語スキルを構築します。,"Understand the basic steps involved in effective travel planning, including destination research, transportation, accommodation, budgeting, packing, scheduling, and trip preparation.",目的地の調査、輸送、宿泊施設、予算編成、梱包、スケジューリング、旅行の準備など、効果的な旅行計画に関わる基本的な手順を理解します。,"Create simple travel plans by researching destinations, organizing transportation and accommodation, estimating budgets, preparing packing lists, and arranging basic schedules.",目的地を調査し、交通機関や宿泊施設を整理し、予算を推定し、梱包リストを準備し、基本的なスケジュールを配置することにより、簡単な旅行計画を作成,232,232,232,232,NULL,NULL
